group	x	y
1	1982	39.854
1	1982	70.42
1	1982	61.368
1	1982	39.942
1	1982	69.942
1	1982	74.74
1	1982	73.18
1	1982	69.052
1	1982	50.009
1	1982	73.93
1	1982	50.904
1	1982	53.859
1	1982	70.69
1	1982	61.484
1	1982	63.336
1	1982	71.08
1	1982	48.122
1	1982	47.471
1	1982	50.957
1	1982	52.961
1	1982	75.76
1	1982	48.295
1	1982	49.517
1	1982	70.565
1	1982	65.525
1	1982	66.653
1	1982	52.933
1	1982	47.784
1	1982	56.695
1	1982	73.45
1	1982	53.983
1	1982	70.46
1	1982	73.717
1	1982	70.96
1	1982	74.63
1	1982	48.812
1	1982	63.727
1	1982	64.342
1	1982	56.006
1	1982	56.604
1	1982	43.662
1	1982	43.89
1	1982	44.916
1	1982	74.55
1	1982	74.89
1	1982	56.564
1	1982	45.58
1	1982	73.8
1	1982	53.744
1	1982	75.24
1	1982	58.137
1	1982	42.891
1	1982	39.327
1	1982	51.461
1	1982	60.909
1	1982	75.45
1	1982	69.39
1	1982	76.99
1	1982	56.596
1	1982	56.159
1	1982	59.62
1	1982	62.038
1	1982	73.1
1	1982	74.45
1	1982	74.98
1	1982	71.21
1	1982	77.11
1	1982	63.739
1	1982	58.766
1	1982	69.1
1	1982	67.123
1	1982	71.309
1	1982	66.983
1	1982	55.078
1	1982	44.852
1	1982	62.155
1	1982	48.969
1	1982	45.642
1	1982	68
1	1982	43.916
1	1982	53.599
1	1982	66.711
1	1982	67.405
1	1982	57.489
1	1982	74.101
1	1982	59.65
1	1982	42.795
1	1982	58.056
1	1982	58.968
1	1982	49.594
1	1982	76.05
1	1982	73.84
1	1982	59.298
1	1982	42.598
1	1982	45.826
1	1982	75.97
1	1982	62.728
1	1982	56.158
1	1982	70.472
1	1982	66.874
1	1982	61.406
1	1982	62.082
1	1982	71.32
1	1982	72.77
1	1982	73.75
1	1982	69.885
1	1982	69.66
1	1982	46.218
1	1982	60.351
1	1982	63.012
1	1982	52.379
1	1982	70.162
1	1982	38.445
1	1982	71.76
1	1982	70.8
1	1982	71.063
1	1982	42.955
1	1982	58.161
1	1982	76.3
1	1982	68.757
1	1982	50.338
1	1982	55.561
1	1982	76.42
1	1982	76.21
1	1982	64.59
1	1982	72.16
1	1982	50.608
1	1982	64.597
1	1982	55.471
1	1982	68.832
1	1982	64.048
1	1982	61.036
1	1982	49.849
1	1982	74.04
1	1982	74.65
1	1982	70.805
1	1982	68.557
1	1982	58.816
1	1982	64.406
1	1982	49.113
1	1982	51.821
1	1982	60.363
