group	x	y	showSelected1
1	1987	40.822	Afghanistan
2	1987	72	Albania
3	1987	65.799	Algeria
4	1987	39.906	Angola
5	1987	70.774	Argentina
6	1987	76.32	Australia
7	1987	74.94	Austria
8	1987	70.75	Bahrain
9	1987	52.819	Bangladesh
10	1987	75.35	Belgium
11	1987	52.337	Benin
12	1987	57.251	Bolivia
13	1987	71.14	Bosnia and Herzegovina
14	1987	63.622	Botswana
15	1987	65.205	Brazil
16	1987	71.34	Bulgaria
17	1987	49.557	Burkina Faso
18	1987	48.211	Burundi
19	1987	53.914	Cambodia
20	1987	54.985	Cameroon
21	1987	76.86	Canada
22	1987	50.485	Central African Republic
23	1987	51.051	Chad
24	1987	72.492	Chile
25	1987	67.274	China
26	1987	67.768	Colombia
27	1987	54.926	Comoros
28	1987	47.412	Congo, Dem. Rep.
29	1987	57.47	Congo, Rep.
30	1987	74.752	Costa Rica
31	1987	54.655	Cote d'Ivoire
32	1987	71.52	Croatia
33	1987	74.174	Cuba
34	1987	71.58	Czech Republic
35	1987	74.8	Denmark
36	1987	50.04	Djibouti
37	1987	66.046	Dominican Republic
38	1987	67.231	Ecuador
39	1987	59.797	Egypt
40	1987	63.154	El Salvador
41	1987	45.664	Equatorial Guinea
42	1987	46.453	Eritrea
43	1987	46.684	Ethiopia
44	1987	74.83	Finland
45	1987	76.34	France
46	1987	60.19	Gabon
47	1987	49.265	Gambia
48	1987	74.847	Germany
49	1987	55.729	Ghana
50	1987	76.67	Greece
51	1987	60.782	Guatemala
52	1987	45.552	Guinea
53	1987	41.245	Guinea-Bissau
54	1987	53.636	Haiti
55	1987	64.492	Honduras
56	1987	76.2	Hong Kong, China
57	1987	69.58	Hungary
58	1987	77.23	Iceland
59	1987	58.553	India
60	1987	60.137	Indonesia
61	1987	63.04	Iran
62	1987	65.044	Iraq
63	1987	74.36	Ireland
64	1987	75.6	Israel
65	1987	76.42	Italy
66	1987	71.77	Jamaica
67	1987	78.67	Japan
68	1987	65.869	Jordan
69	1987	59.339	Kenya
70	1987	70.647	Korea, Dem. Rep.
71	1987	69.81	Korea, Rep.
72	1987	74.174	Kuwait
73	1987	67.926	Lebanon
74	1987	57.18	Lesotho
75	1987	46.027	Liberia
76	1987	66.234	Libya
77	1987	49.35	Madagascar
78	1987	47.457	Malawi
79	1987	69.5	Malaysia
80	1987	46.364	Mali
81	1987	56.145	Mauritania
82	1987	68.74	Mauritius
83	1987	69.498	Mexico
84	1987	60.222	Mongolia
85	1987	74.865	Montenegro
86	1987	62.677	Morocco
87	1987	42.861	Mozambique
88	1987	58.339	Myanmar
89	1987	60.835	Namibia
90	1987	52.537	Nepal
91	1987	76.83	Netherlands
92	1987	74.32	New Zealand
93	1987	62.008	Nicaragua
94	1987	44.555	Niger
95	1987	46.886	Nigeria
96	1987	75.89	Norway
97	1987	67.734	Oman
98	1987	58.245	Pakistan
99	1987	71.523	Panama
100	1987	67.378	Paraguay
101	1987	64.134	Peru
102	1987	64.151	Philippines
103	1987	70.98	Poland
104	1987	74.06	Portugal
105	1987	74.63	Puerto Rico
106	1987	71.913	Reunion
107	1987	69.53	Romania
108	1987	44.02	Rwanda
109	1987	61.728	Sao Tome and Principe
110	1987	66.295	Saudi Arabia
111	1987	55.769	Senegal
112	1987	71.218	Serbia
113	1987	40.006	Sierra Leone
114	1987	73.56	Singapore
115	1987	71.08	Slovak Republic
116	1987	72.25	Slovenia
117	1987	44.501	Somalia
118	1987	60.834	South Africa
119	1987	76.9	Spain
120	1987	69.011	Sri Lanka
121	1987	51.744	Sudan
122	1987	57.678	Swaziland
123	1987	77.19	Sweden
124	1987	77.41	Switzerland
125	1987	66.974	Syria
126	1987	73.4	Taiwan
127	1987	51.535	Tanzania
128	1987	66.084	Thailand
129	1987	56.941	Togo
130	1987	69.582	Trinidad and Tobago
131	1987	66.894	Tunisia
132	1987	63.108	Turkey
133	1987	51.509	Uganda
134	1987	75.007	United Kingdom
135	1987	75.02	United States
136	1987	71.918	Uruguay
137	1987	70.19	Venezuela
138	1987	62.82	Vietnam
139	1987	67.046	West Bank and Gaza
140	1987	52.922	Yemen, Rep.
141	1987	50.821	Zambia
142	1987	62.351	Zimbabwe
