group	x	y
1	1972	36.088
1	1972	67.69
1	1972	54.518
1	1972	37.928
1	1972	67.065
1	1972	71.93
1	1972	70.63
1	1972	63.3
1	1972	45.252
1	1972	71.44
1	1972	47.014
1	1972	46.714
1	1972	67.45
1	1972	56.024
1	1972	59.504
1	1972	70.9
1	1972	43.591
1	1972	44.057
1	1972	40.317
1	1972	47.049
1	1972	72.88
1	1972	43.457
1	1972	45.569
1	1972	63.441
1	1972	63.11888
1	1972	61.623
1	1972	48.944
1	1972	45.989
1	1972	54.907
1	1972	67.849
1	1972	49.801
1	1972	69.61
1	1972	70.723
1	1972	70.29
1	1972	73.47
1	1972	44.366
1	1972	59.631
1	1972	58.796
1	1972	51.137
1	1972	58.207
1	1972	40.516
1	1972	44.142
1	1972	43.515
1	1972	70.87
1	1972	72.38
1	1972	48.69
1	1972	38.308
1	1972	71
1	1972	49.875
1	1972	72.34
1	1972	53.738
1	1972	38.842
1	1972	36.486
1	1972	48.042
1	1972	53.884
1	1972	72
1	1972	69.76
1	1972	74.46
1	1972	50.651
1	1972	49.203
1	1972	55.234
1	1972	56.95
1	1972	71.28
1	1972	71.63
1	1972	72.19
1	1972	69
1	1972	73.42
1	1972	56.528
1	1972	53.559
1	1972	63.983
1	1972	62.612
1	1972	67.712
1	1972	65.421
1	1972	49.767
1	1972	42.614
1	1972	52.773
1	1972	44.851
1	1972	41.766
1	1972	63.01
1	1972	39.977
1	1972	48.437
1	1972	62.944
1	1972	62.361
1	1972	53.754
1	1972	70.636
1	1972	52.862
1	1972	40.328
1	1972	53.07
1	1972	53.867
1	1972	43.971
1	1972	73.75
1	1972	71.89
1	1972	55.151
1	1972	40.546
1	1972	42.821
1	1972	74.34
1	1972	52.143
1	1972	51.929
1	1972	66.216
1	1972	65.815
1	1972	55.448
1	1972	58.065
1	1972	70.85
1	1972	69.26
1	1972	72.16
1	1972	64.274
1	1972	69.21
1	1972	44.6
1	1972	56.48
1	1972	53.886
1	1972	45.815
1	1972	68.7
1	1972	35.4
1	1972	69.521
1	1972	70.35
1	1972	69.82
1	1972	40.973
1	1972	53.696
1	1972	73.06
1	1972	65.042
1	1972	45.083
1	1972	49.552
1	1972	74.72
1	1972	73.78
1	1972	57.296
1	1972	69.39
1	1972	47.62
1	1972	60.405
1	1972	49.759
1	1972	65.9
1	1972	55.602
1	1972	57.005
1	1972	51.016
1	1972	72.01
1	1972	71.34
1	1972	68.673
1	1972	65.712
1	1972	50.254
1	1972	56.532
1	1972	39.848
1	1972	50.107
1	1972	55.635
