group	x	y	showSelected1
1	1997	41.763	Afghanistan
2	1997	72.95	Albania
3	1997	69.152	Algeria
4	1997	40.963	Angola
5	1997	73.275	Argentina
6	1997	78.83	Australia
7	1997	77.51	Austria
8	1997	73.925	Bahrain
9	1997	59.412	Bangladesh
10	1997	77.53	Belgium
11	1997	54.777	Benin
12	1997	62.05	Bolivia
13	1997	73.244	Bosnia and Herzegovina
14	1997	52.556	Botswana
15	1997	69.388	Brazil
16	1997	70.32	Bulgaria
17	1997	50.324	Burkina Faso
18	1997	45.326	Burundi
19	1997	56.534	Cambodia
20	1997	52.199	Cameroon
21	1997	78.61	Canada
22	1997	46.066	Central African Republic
23	1997	51.573	Chad
24	1997	75.816	Chile
25	1997	70.426	China
26	1997	70.313	Colombia
27	1997	60.66	Comoros
28	1997	42.587	Congo, Dem. Rep.
29	1997	52.962	Congo, Rep.
30	1997	77.26	Costa Rica
31	1997	47.991	Cote d'Ivoire
32	1997	73.68	Croatia
33	1997	76.151	Cuba
34	1997	74.01	Czech Republic
35	1997	76.11	Denmark
36	1997	53.157	Djibouti
37	1997	69.957	Dominican Republic
38	1997	72.312	Ecuador
39	1997	67.217	Egypt
40	1997	69.535	El Salvador
41	1997	48.245	Equatorial Guinea
42	1997	53.378	Eritrea
43	1997	49.402	Ethiopia
44	1997	77.13	Finland
45	1997	78.64	France
46	1997	60.461	Gabon
47	1997	55.861	Gambia
48	1997	77.34	Germany
49	1997	58.556	Ghana
50	1997	77.869	Greece
51	1997	66.322	Guatemala
52	1997	51.455	Guinea
53	1997	44.873	Guinea-Bissau
54	1997	56.671	Haiti
55	1997	67.659	Honduras
56	1997	80	Hong Kong, China
57	1997	71.04	Hungary
58	1997	78.95	Iceland
59	1997	61.765	India
60	1997	66.041	Indonesia
61	1997	68.042	Iran
62	1997	58.811	Iraq
63	1997	76.122	Ireland
64	1997	78.269	Israel
65	1997	78.82	Italy
66	1997	72.262	Jamaica
67	1997	80.69	Japan
68	1997	69.772	Jordan
69	1997	54.407	Kenya
70	1997	67.727	Korea, Dem. Rep.
71	1997	74.647	Korea, Rep.
72	1997	76.156	Kuwait
73	1997	70.265	Lebanon
74	1997	55.558	Lesotho
75	1997	42.221	Liberia
76	1997	71.555	Libya
77	1997	54.978	Madagascar
78	1997	47.495	Malawi
79	1997	71.938	Malaysia
80	1997	49.903	Mali
81	1997	60.43	Mauritania
82	1997	70.736	Mauritius
83	1997	73.67	Mexico
84	1997	63.625	Mongolia
85	1997	75.445	Montenegro
86	1997	67.66	Morocco
87	1997	46.344	Mozambique
88	1997	60.328	Myanmar
89	1997	58.909	Namibia
90	1997	59.426	Nepal
91	1997	78.03	Netherlands
92	1997	77.55	New Zealand
93	1997	68.426	Nicaragua
94	1997	51.313	Niger
95	1997	47.464	Nigeria
96	1997	78.32	Norway
97	1997	72.499	Oman
98	1997	61.818	Pakistan
99	1997	73.738	Panama
100	1997	69.4	Paraguay
101	1997	68.386	Peru
102	1997	68.564	Philippines
103	1997	72.75	Poland
104	1997	75.97	Portugal
105	1997	74.917	Puerto Rico
106	1997	74.772	Reunion
107	1997	69.72	Romania
108	1997	36.087	Rwanda
109	1997	63.306	Sao Tome and Principe
110	1997	70.533	Saudi Arabia
111	1997	60.187	Senegal
112	1997	72.232	Serbia
113	1997	39.897	Sierra Leone
114	1997	77.158	Singapore
115	1997	72.71	Slovak Republic
116	1997	75.13	Slovenia
117	1997	43.795	Somalia
118	1997	60.236	South Africa
119	1997	78.77	Spain
120	1997	70.457	Sri Lanka
121	1997	55.373	Sudan
122	1997	54.289	Swaziland
123	1997	79.39	Sweden
124	1997	79.37	Switzerland
125	1997	71.527	Syria
126	1997	75.25	Taiwan
127	1997	48.466	Tanzania
128	1997	67.521	Thailand
129	1997	58.39	Togo
130	1997	69.465	Trinidad and Tobago
131	1997	71.973	Tunisia
132	1997	68.835	Turkey
133	1997	44.578	Uganda
134	1997	77.218	United Kingdom
135	1997	76.81	United States
136	1997	74.223	Uruguay
137	1997	72.146	Venezuela
138	1997	70.672	Vietnam
139	1997	71.096	West Bank and Gaza
140	1997	58.02	Yemen, Rep.
141	1997	40.238	Zambia
142	1997	46.809	Zimbabwe
