group	x	y
1	1967	34.02
1	1967	66.22
1	1967	51.407
1	1967	35.985
1	1967	65.634
1	1967	71.1
1	1967	70.14
1	1967	59.923
1	1967	43.453
1	1967	70.94
1	1967	44.885
1	1967	45.032
1	1967	64.79
1	1967	53.298
1	1967	57.632
1	1967	70.42
1	1967	40.697
1	1967	43.548
1	1967	45.415
1	1967	44.799
1	1967	72.13
1	1967	41.478
1	1967	43.601
1	1967	60.523
1	1967	58.38112
1	1967	59.963
1	1967	46.472
1	1967	44.056
1	1967	52.04
1	1967	65.424
1	1967	47.35
1	1967	68.5
1	1967	68.29
1	1967	70.38
1	1967	72.96
1	1967	42.074
1	1967	56.751
1	1967	56.678
1	1967	49.293
1	1967	55.855
1	1967	38.987
1	1967	42.189
1	1967	42.115
1	1967	69.83
1	1967	71.55
1	1967	44.598
1	1967	35.857
1	1967	70.8
1	1967	48.072
1	1967	71
1	1967	50.016
1	1967	37.197
1	1967	35.492
1	1967	46.243
1	1967	50.924
1	1967	70
1	1967	69.5
1	1967	73.73
1	1967	47.193
1	1967	45.964
1	1967	52.469
1	1967	54.459
1	1967	71.08
1	1967	70.75
1	1967	71.06
1	1967	67.51
1	1967	71.43
1	1967	51.629
1	1967	50.654
1	1967	59.942
1	1967	57.716
1	1967	64.624
1	1967	63.87
1	1967	48.492
1	1967	41.536
1	1967	50.227
1	1967	42.881
1	1967	39.487
1	1967	59.371
1	1967	38.487
1	1967	46.289
1	1967	61.557
1	1967	60.11
1	1967	51.253
1	1967	67.178
1	1967	50.335
1	1967	38.113
1	1967	49.379
1	1967	51.159
1	1967	41.472
1	1967	73.82
1	1967	71.52
1	1967	51.884
1	1967	40.118
1	1967	41.04
1	1967	74.08
1	1967	46.988
1	1967	49.8
1	1967	64.071
1	1967	64.951
1	1967	51.445
1	1967	56.393
1	1967	69.61
1	1967	66.6
1	1967	71.1
1	1967	60.542
1	1967	66.8
1	1967	44.1
1	1967	54.425
1	1967	49.901
1	1967	43.563
1	1967	66.914
1	1967	34.113
1	1967	67.946
1	1967	70.98
1	1967	69.18
1	1967	38.977
1	1967	51.927
1	1967	71.44
1	1967	64.266
1	1967	42.858
1	1967	46.633
1	1967	74.16
1	1967	72.77
1	1967	53.655
1	1967	67.5
1	1967	45.757
1	1967	58.285
1	1967	46.769
1	1967	65.4
1	1967	52.053
1	1967	54.336
1	1967	48.051
1	1967	71.36
1	1967	70.76
1	1967	68.468
1	1967	63.479
1	1967	47.838
1	1967	51.631
1	1967	36.984
1	1967	47.768
1	1967	53.995
