group	x	y	showSelected1
1	1962	31.997	Afghanistan
2	1962	64.82	Albania
3	1962	48.303	Algeria
4	1962	34	Angola
5	1962	65.142	Argentina
6	1962	70.93	Australia
7	1962	69.54	Austria
8	1962	56.923	Bahrain
9	1962	41.216	Bangladesh
10	1962	70.25	Belgium
11	1962	42.618	Benin
12	1962	43.428	Bolivia
13	1962	61.93	Bosnia and Herzegovina
14	1962	51.52	Botswana
15	1962	55.665	Brazil
16	1962	69.51	Bulgaria
17	1962	37.814	Burkina Faso
18	1962	42.045	Burundi
19	1962	43.415	Cambodia
20	1962	42.643	Cameroon
21	1962	71.3	Canada
22	1962	39.475	Central African Republic
23	1962	41.716	Chad
24	1962	57.924	Chile
25	1962	44.50136	China
26	1962	57.863	Colombia
27	1962	44.467	Comoros
28	1962	42.122	Congo, Dem. Rep.
29	1962	48.435	Congo, Rep.
30	1962	62.842	Costa Rica
31	1962	44.93	Cote d'Ivoire
32	1962	67.13	Croatia
33	1962	65.246	Cuba
34	1962	69.9	Czech Republic
35	1962	72.35	Denmark
36	1962	39.693	Djibouti
37	1962	53.459	Dominican Republic
38	1962	54.64	Ecuador
39	1962	46.992	Egypt
40	1962	52.307	El Salvador
41	1962	37.485	Equatorial Guinea
42	1962	40.158	Eritrea
43	1962	40.059	Ethiopia
44	1962	68.75	Finland
45	1962	70.51	France
46	1962	40.489	Gabon
47	1962	33.896	Gambia
48	1962	70.3	Germany
49	1962	46.452	Ghana
50	1962	69.51	Greece
51	1962	46.954	Guatemala
52	1962	35.753	Guinea
53	1962	34.488	Guinea-Bissau
54	1962	43.59	Haiti
55	1962	48.041	Honduras
56	1962	67.65	Hong Kong, China
57	1962	67.96	Hungary
58	1962	73.68	Iceland
59	1962	43.605	India
60	1962	42.518	Indonesia
61	1962	49.325	Iran
62	1962	51.457	Iraq
63	1962	70.29	Ireland
64	1962	69.39	Israel
65	1962	69.24	Italy
66	1962	65.61	Jamaica
67	1962	68.73	Japan
68	1962	48.126	Jordan
69	1962	47.949	Kenya
70	1962	56.656	Korea, Dem. Rep.
71	1962	55.292	Korea, Rep.
72	1962	60.47	Kuwait
73	1962	62.094	Lebanon
74	1962	47.747	Lesotho
75	1962	40.502	Liberia
76	1962	47.808	Libya
77	1962	40.848	Madagascar
78	1962	38.41	Malawi
79	1962	55.737	Malaysia
80	1962	36.936	Mali
81	1962	44.248	Mauritania
82	1962	60.246	Mauritius
83	1962	58.299	Mexico
84	1962	48.251	Mongolia
85	1962	63.728	Montenegro
86	1962	47.924	Morocco
87	1962	36.161	Mozambique
88	1962	45.108	Myanmar
89	1962	48.386	Namibia
90	1962	39.393	Nepal
91	1962	73.23	Netherlands
92	1962	71.24	New Zealand
93	1962	48.632	Nicaragua
94	1962	39.487	Niger
95	1962	39.36	Nigeria
96	1962	73.47	Norway
97	1962	43.165	Oman
98	1962	47.67	Pakistan
99	1962	61.817	Panama
100	1962	64.361	Paraguay
101	1962	49.096	Peru
102	1962	54.757	Philippines
103	1962	67.64	Poland
104	1962	64.39	Portugal
105	1962	69.62	Puerto Rico
106	1962	57.666	Reunion
107	1962	66.8	Romania
108	1962	43	Rwanda
109	1962	51.893	Sao Tome and Principe
110	1962	45.914	Saudi Arabia
111	1962	41.454	Senegal
112	1962	64.531	Serbia
113	1962	32.767	Sierra Leone
114	1962	65.798	Singapore
115	1962	70.33	Slovak Republic
116	1962	69.15	Slovenia
117	1962	36.981	Somalia
118	1962	49.951	South Africa
119	1962	69.69	Spain
120	1962	62.192	Sri Lanka
121	1962	40.87	Sudan
122	1962	44.992	Swaziland
123	1962	73.37	Sweden
124	1962	71.32	Switzerland
125	1962	50.305	Syria
126	1962	65.2	Taiwan
127	1962	44.246	Tanzania
128	1962	56.061	Thailand
129	1962	43.922	Togo
130	1962	64.9	Trinidad and Tobago
131	1962	49.579	Tunisia
132	1962	52.098	Turkey
133	1962	45.344	Uganda
134	1962	70.76	United Kingdom
135	1962	70.21	United States
136	1962	68.253	Uruguay
137	1962	60.77	Venezuela
138	1962	45.363	Vietnam
139	1962	48.127	West Bank and Gaza
140	1962	35.18	Yemen, Rep.
141	1962	46.023	Zambia
142	1962	52.358	Zimbabwe
