group	x	y	showSelected1
1	1967	34.02	Afghanistan
2	1967	66.22	Albania
3	1967	51.407	Algeria
4	1967	35.985	Angola
5	1967	65.634	Argentina
6	1967	71.1	Australia
7	1967	70.14	Austria
8	1967	59.923	Bahrain
9	1967	43.453	Bangladesh
10	1967	70.94	Belgium
11	1967	44.885	Benin
12	1967	45.032	Bolivia
13	1967	64.79	Bosnia and Herzegovina
14	1967	53.298	Botswana
15	1967	57.632	Brazil
16	1967	70.42	Bulgaria
17	1967	40.697	Burkina Faso
18	1967	43.548	Burundi
19	1967	45.415	Cambodia
20	1967	44.799	Cameroon
21	1967	72.13	Canada
22	1967	41.478	Central African Republic
23	1967	43.601	Chad
24	1967	60.523	Chile
25	1967	58.38112	China
26	1967	59.963	Colombia
27	1967	46.472	Comoros
28	1967	44.056	Congo, Dem. Rep.
29	1967	52.04	Congo, Rep.
30	1967	65.424	Costa Rica
31	1967	47.35	Cote d'Ivoire
32	1967	68.5	Croatia
33	1967	68.29	Cuba
34	1967	70.38	Czech Republic
35	1967	72.96	Denmark
36	1967	42.074	Djibouti
37	1967	56.751	Dominican Republic
38	1967	56.678	Ecuador
39	1967	49.293	Egypt
40	1967	55.855	El Salvador
41	1967	38.987	Equatorial Guinea
42	1967	42.189	Eritrea
43	1967	42.115	Ethiopia
44	1967	69.83	Finland
45	1967	71.55	France
46	1967	44.598	Gabon
47	1967	35.857	Gambia
48	1967	70.8	Germany
49	1967	48.072	Ghana
50	1967	71	Greece
51	1967	50.016	Guatemala
52	1967	37.197	Guinea
53	1967	35.492	Guinea-Bissau
54	1967	46.243	Haiti
55	1967	50.924	Honduras
56	1967	70	Hong Kong, China
57	1967	69.5	Hungary
58	1967	73.73	Iceland
59	1967	47.193	India
60	1967	45.964	Indonesia
61	1967	52.469	Iran
62	1967	54.459	Iraq
63	1967	71.08	Ireland
64	1967	70.75	Israel
65	1967	71.06	Italy
66	1967	67.51	Jamaica
67	1967	71.43	Japan
68	1967	51.629	Jordan
69	1967	50.654	Kenya
70	1967	59.942	Korea, Dem. Rep.
71	1967	57.716	Korea, Rep.
72	1967	64.624	Kuwait
73	1967	63.87	Lebanon
74	1967	48.492	Lesotho
75	1967	41.536	Liberia
76	1967	50.227	Libya
77	1967	42.881	Madagascar
78	1967	39.487	Malawi
79	1967	59.371	Malaysia
80	1967	38.487	Mali
81	1967	46.289	Mauritania
82	1967	61.557	Mauritius
83	1967	60.11	Mexico
84	1967	51.253	Mongolia
85	1967	67.178	Montenegro
86	1967	50.335	Morocco
87	1967	38.113	Mozambique
88	1967	49.379	Myanmar
89	1967	51.159	Namibia
90	1967	41.472	Nepal
91	1967	73.82	Netherlands
92	1967	71.52	New Zealand
93	1967	51.884	Nicaragua
94	1967	40.118	Niger
95	1967	41.04	Nigeria
96	1967	74.08	Norway
97	1967	46.988	Oman
98	1967	49.8	Pakistan
99	1967	64.071	Panama
100	1967	64.951	Paraguay
101	1967	51.445	Peru
102	1967	56.393	Philippines
103	1967	69.61	Poland
104	1967	66.6	Portugal
105	1967	71.1	Puerto Rico
106	1967	60.542	Reunion
107	1967	66.8	Romania
108	1967	44.1	Rwanda
109	1967	54.425	Sao Tome and Principe
110	1967	49.901	Saudi Arabia
111	1967	43.563	Senegal
112	1967	66.914	Serbia
113	1967	34.113	Sierra Leone
114	1967	67.946	Singapore
115	1967	70.98	Slovak Republic
116	1967	69.18	Slovenia
117	1967	38.977	Somalia
118	1967	51.927	South Africa
119	1967	71.44	Spain
120	1967	64.266	Sri Lanka
121	1967	42.858	Sudan
122	1967	46.633	Swaziland
123	1967	74.16	Sweden
124	1967	72.77	Switzerland
125	1967	53.655	Syria
126	1967	67.5	Taiwan
127	1967	45.757	Tanzania
128	1967	58.285	Thailand
129	1967	46.769	Togo
130	1967	65.4	Trinidad and Tobago
131	1967	52.053	Tunisia
132	1967	54.336	Turkey
133	1967	48.051	Uganda
134	1967	71.36	United Kingdom
135	1967	70.76	United States
136	1967	68.468	Uruguay
137	1967	63.479	Venezuela
138	1967	47.838	Vietnam
139	1967	51.631	West Bank and Gaza
140	1967	36.984	Yemen, Rep.
141	1967	47.768	Zambia
142	1967	53.995	Zimbabwe
