group	x	y
1	1962	31.997
1	1962	64.82
1	1962	48.303
1	1962	34
1	1962	65.142
1	1962	70.93
1	1962	69.54
1	1962	56.923
1	1962	41.216
1	1962	70.25
1	1962	42.618
1	1962	43.428
1	1962	61.93
1	1962	51.52
1	1962	55.665
1	1962	69.51
1	1962	37.814
1	1962	42.045
1	1962	43.415
1	1962	42.643
1	1962	71.3
1	1962	39.475
1	1962	41.716
1	1962	57.924
1	1962	44.50136
1	1962	57.863
1	1962	44.467
1	1962	42.122
1	1962	48.435
1	1962	62.842
1	1962	44.93
1	1962	67.13
1	1962	65.246
1	1962	69.9
1	1962	72.35
1	1962	39.693
1	1962	53.459
1	1962	54.64
1	1962	46.992
1	1962	52.307
1	1962	37.485
1	1962	40.158
1	1962	40.059
1	1962	68.75
1	1962	70.51
1	1962	40.489
1	1962	33.896
1	1962	70.3
1	1962	46.452
1	1962	69.51
1	1962	46.954
1	1962	35.753
1	1962	34.488
1	1962	43.59
1	1962	48.041
1	1962	67.65
1	1962	67.96
1	1962	73.68
1	1962	43.605
1	1962	42.518
1	1962	49.325
1	1962	51.457
1	1962	70.29
1	1962	69.39
1	1962	69.24
1	1962	65.61
1	1962	68.73
1	1962	48.126
1	1962	47.949
1	1962	56.656
1	1962	55.292
1	1962	60.47
1	1962	62.094
1	1962	47.747
1	1962	40.502
1	1962	47.808
1	1962	40.848
1	1962	38.41
1	1962	55.737
1	1962	36.936
1	1962	44.248
1	1962	60.246
1	1962	58.299
1	1962	48.251
1	1962	63.728
1	1962	47.924
1	1962	36.161
1	1962	45.108
1	1962	48.386
1	1962	39.393
1	1962	73.23
1	1962	71.24
1	1962	48.632
1	1962	39.487
1	1962	39.36
1	1962	73.47
1	1962	43.165
1	1962	47.67
1	1962	61.817
1	1962	64.361
1	1962	49.096
1	1962	54.757
1	1962	67.64
1	1962	64.39
1	1962	69.62
1	1962	57.666
1	1962	66.8
1	1962	43
1	1962	51.893
1	1962	45.914
1	1962	41.454
1	1962	64.531
1	1962	32.767
1	1962	65.798
1	1962	70.33
1	1962	69.15
1	1962	36.981
1	1962	49.951
1	1962	69.69
1	1962	62.192
1	1962	40.87
1	1962	44.992
1	1962	73.37
1	1962	71.32
1	1962	50.305
1	1962	65.2
1	1962	44.246
1	1962	56.061
1	1962	43.922
1	1962	64.9
1	1962	49.579
1	1962	52.098
1	1962	45.344
1	1962	70.76
1	1962	70.21
1	1962	68.253
1	1962	60.77
1	1962	45.363
1	1962	48.127
1	1962	35.18
1	1962	46.023
1	1962	52.358
