group	x	y
1	1952	28.801
1	1952	55.23
1	1952	43.077
1	1952	30.015
1	1952	62.485
1	1952	69.12
1	1952	66.8
1	1952	50.939
1	1952	37.484
1	1952	68
1	1952	38.223
1	1952	40.414
1	1952	53.82
1	1952	47.622
1	1952	50.917
1	1952	59.6
1	1952	31.975
1	1952	39.031
1	1952	39.417
1	1952	38.523
1	1952	68.75
1	1952	35.463
1	1952	38.092
1	1952	54.745
1	1952	44
1	1952	50.643
1	1952	40.715
1	1952	39.143
1	1952	42.111
1	1952	57.206
1	1952	40.477
1	1952	61.21
1	1952	59.421
1	1952	66.87
1	1952	70.78
1	1952	34.812
1	1952	45.928
1	1952	48.357
1	1952	41.893
1	1952	45.262
1	1952	34.482
1	1952	35.928
1	1952	34.078
1	1952	66.55
1	1952	67.41
1	1952	37.003
1	1952	30
1	1952	67.5
1	1952	43.149
1	1952	65.86
1	1952	42.023
1	1952	33.609
1	1952	32.5
1	1952	37.579
1	1952	41.912
1	1952	60.96
1	1952	64.03
1	1952	72.49
1	1952	37.373
1	1952	37.468
1	1952	44.869
1	1952	45.32
1	1952	66.91
1	1952	65.39
1	1952	65.94
1	1952	58.53
1	1952	63.03
1	1952	43.158
1	1952	42.27
1	1952	50.056
1	1952	47.453
1	1952	55.565
1	1952	55.928
1	1952	42.138
1	1952	38.48
1	1952	42.723
1	1952	36.681
1	1952	36.256
1	1952	48.463
1	1952	33.685
1	1952	40.543
1	1952	50.986
1	1952	50.789
1	1952	42.244
1	1952	59.164
1	1952	42.873
1	1952	31.286
1	1952	36.319
1	1952	41.725
1	1952	36.157
1	1952	72.13
1	1952	69.39
1	1952	42.314
1	1952	37.444
1	1952	36.324
1	1952	72.67
1	1952	37.578
1	1952	43.436
1	1952	55.191
1	1952	62.649
1	1952	43.902
1	1952	47.752
1	1952	61.31
1	1952	59.82
1	1952	64.28
1	1952	52.724
1	1952	61.05
1	1952	40
1	1952	46.471
1	1952	39.875
1	1952	37.278
1	1952	57.996
1	1952	30.331
1	1952	60.396
1	1952	64.36
1	1952	65.57
1	1952	32.978
1	1952	45.009
1	1952	64.94
1	1952	57.593
1	1952	38.635
1	1952	41.407
1	1952	71.86
1	1952	69.62
1	1952	45.883
1	1952	58.5
1	1952	41.215
1	1952	50.848
1	1952	38.596
1	1952	59.1
1	1952	44.6
1	1952	43.585
1	1952	39.978
1	1952	69.18
1	1952	68.44
1	1952	66.071
1	1952	55.088
1	1952	40.412
1	1952	43.16
1	1952	32.548
1	1952	42.038
1	1952	48.451
