group	x	y	showSelected1
1	1952	28.801	Afghanistan
2	1952	55.23	Albania
3	1952	43.077	Algeria
4	1952	30.015	Angola
5	1952	62.485	Argentina
6	1952	69.12	Australia
7	1952	66.8	Austria
8	1952	50.939	Bahrain
9	1952	37.484	Bangladesh
10	1952	68	Belgium
11	1952	38.223	Benin
12	1952	40.414	Bolivia
13	1952	53.82	Bosnia and Herzegovina
14	1952	47.622	Botswana
15	1952	50.917	Brazil
16	1952	59.6	Bulgaria
17	1952	31.975	Burkina Faso
18	1952	39.031	Burundi
19	1952	39.417	Cambodia
20	1952	38.523	Cameroon
21	1952	68.75	Canada
22	1952	35.463	Central African Republic
23	1952	38.092	Chad
24	1952	54.745	Chile
25	1952	44	China
26	1952	50.643	Colombia
27	1952	40.715	Comoros
28	1952	39.143	Congo, Dem. Rep.
29	1952	42.111	Congo, Rep.
30	1952	57.206	Costa Rica
31	1952	40.477	Cote d'Ivoire
32	1952	61.21	Croatia
33	1952	59.421	Cuba
34	1952	66.87	Czech Republic
35	1952	70.78	Denmark
36	1952	34.812	Djibouti
37	1952	45.928	Dominican Republic
38	1952	48.357	Ecuador
39	1952	41.893	Egypt
40	1952	45.262	El Salvador
41	1952	34.482	Equatorial Guinea
42	1952	35.928	Eritrea
43	1952	34.078	Ethiopia
44	1952	66.55	Finland
45	1952	67.41	France
46	1952	37.003	Gabon
47	1952	30	Gambia
48	1952	67.5	Germany
49	1952	43.149	Ghana
50	1952	65.86	Greece
51	1952	42.023	Guatemala
52	1952	33.609	Guinea
53	1952	32.5	Guinea-Bissau
54	1952	37.579	Haiti
55	1952	41.912	Honduras
56	1952	60.96	Hong Kong, China
57	1952	64.03	Hungary
58	1952	72.49	Iceland
59	1952	37.373	India
60	1952	37.468	Indonesia
61	1952	44.869	Iran
62	1952	45.32	Iraq
63	1952	66.91	Ireland
64	1952	65.39	Israel
65	1952	65.94	Italy
66	1952	58.53	Jamaica
67	1952	63.03	Japan
68	1952	43.158	Jordan
69	1952	42.27	Kenya
70	1952	50.056	Korea, Dem. Rep.
71	1952	47.453	Korea, Rep.
72	1952	55.565	Kuwait
73	1952	55.928	Lebanon
74	1952	42.138	Lesotho
75	1952	38.48	Liberia
76	1952	42.723	Libya
77	1952	36.681	Madagascar
78	1952	36.256	Malawi
79	1952	48.463	Malaysia
80	1952	33.685	Mali
81	1952	40.543	Mauritania
82	1952	50.986	Mauritius
83	1952	50.789	Mexico
84	1952	42.244	Mongolia
85	1952	59.164	Montenegro
86	1952	42.873	Morocco
87	1952	31.286	Mozambique
88	1952	36.319	Myanmar
89	1952	41.725	Namibia
90	1952	36.157	Nepal
91	1952	72.13	Netherlands
92	1952	69.39	New Zealand
93	1952	42.314	Nicaragua
94	1952	37.444	Niger
95	1952	36.324	Nigeria
96	1952	72.67	Norway
97	1952	37.578	Oman
98	1952	43.436	Pakistan
99	1952	55.191	Panama
100	1952	62.649	Paraguay
101	1952	43.902	Peru
102	1952	47.752	Philippines
103	1952	61.31	Poland
104	1952	59.82	Portugal
105	1952	64.28	Puerto Rico
106	1952	52.724	Reunion
107	1952	61.05	Romania
108	1952	40	Rwanda
109	1952	46.471	Sao Tome and Principe
110	1952	39.875	Saudi Arabia
111	1952	37.278	Senegal
112	1952	57.996	Serbia
113	1952	30.331	Sierra Leone
114	1952	60.396	Singapore
115	1952	64.36	Slovak Republic
116	1952	65.57	Slovenia
117	1952	32.978	Somalia
118	1952	45.009	South Africa
119	1952	64.94	Spain
120	1952	57.593	Sri Lanka
121	1952	38.635	Sudan
122	1952	41.407	Swaziland
123	1952	71.86	Sweden
124	1952	69.62	Switzerland
125	1952	45.883	Syria
126	1952	58.5	Taiwan
127	1952	41.215	Tanzania
128	1952	50.848	Thailand
129	1952	38.596	Togo
130	1952	59.1	Trinidad and Tobago
131	1952	44.6	Tunisia
132	1952	43.585	Turkey
133	1952	39.978	Uganda
134	1952	69.18	United Kingdom
135	1952	68.44	United States
136	1952	66.071	Uruguay
137	1952	55.088	Venezuela
138	1952	40.412	Vietnam
139	1952	43.16	West Bank and Gaza
140	1952	32.548	Yemen, Rep.
141	1952	42.038	Zambia
142	1952	48.451	Zimbabwe
