group	x	y	showSelected1
1	1977	38.438	Afghanistan
2	1977	68.93	Albania
3	1977	58.014	Algeria
4	1977	39.483	Angola
5	1977	68.481	Argentina
6	1977	73.49	Australia
7	1977	72.17	Austria
8	1977	65.593	Bahrain
9	1977	46.923	Bangladesh
10	1977	72.8	Belgium
11	1977	49.19	Benin
12	1977	50.023	Bolivia
13	1977	69.86	Bosnia and Herzegovina
14	1977	59.319	Botswana
15	1977	61.489	Brazil
16	1977	70.81	Bulgaria
17	1977	46.137	Burkina Faso
18	1977	45.91	Burundi
19	1977	31.22	Cambodia
20	1977	49.355	Cameroon
21	1977	74.21	Canada
22	1977	46.775	Central African Republic
23	1977	47.383	Chad
24	1977	67.052	Chile
25	1977	63.96736	China
26	1977	63.837	Colombia
27	1977	50.939	Comoros
28	1977	47.804	Congo, Dem. Rep.
29	1977	55.625	Congo, Rep.
30	1977	70.75	Costa Rica
31	1977	52.374	Cote d'Ivoire
32	1977	70.64	Croatia
33	1977	72.649	Cuba
34	1977	70.71	Czech Republic
35	1977	74.69	Denmark
36	1977	46.519	Djibouti
37	1977	61.788	Dominican Republic
38	1977	61.31	Ecuador
39	1977	53.319	Egypt
40	1977	56.696	El Salvador
41	1977	42.024	Equatorial Guinea
42	1977	44.535	Eritrea
43	1977	44.51	Ethiopia
44	1977	72.52	Finland
45	1977	73.83	France
46	1977	52.79	Gabon
47	1977	41.842	Gambia
48	1977	72.5	Germany
49	1977	51.756	Ghana
50	1977	73.68	Greece
51	1977	56.029	Guatemala
52	1977	40.762	Guinea
53	1977	37.465	Guinea-Bissau
54	1977	49.923	Haiti
55	1977	57.402	Honduras
56	1977	73.6	Hong Kong, China
57	1977	69.95	Hungary
58	1977	76.11	Iceland
59	1977	54.208	India
60	1977	52.702	Indonesia
61	1977	57.702	Iran
62	1977	60.413	Iraq
63	1977	72.03	Ireland
64	1977	73.06	Israel
65	1977	73.48	Italy
66	1977	70.11	Jamaica
67	1977	75.38	Japan
68	1977	61.134	Jordan
69	1977	56.155	Kenya
70	1977	67.159	Korea, Dem. Rep.
71	1977	64.766	Korea, Rep.
72	1977	69.343	Kuwait
73	1977	66.099	Lebanon
74	1977	52.208	Lesotho
75	1977	43.764	Liberia
76	1977	57.442	Libya
77	1977	46.881	Madagascar
78	1977	43.767	Malawi
79	1977	65.256	Malaysia
80	1977	41.714	Mali
81	1977	50.852	Mauritania
82	1977	64.93	Mauritius
83	1977	65.032	Mexico
84	1977	55.491	Mongolia
85	1977	73.066	Montenegro
86	1977	55.73	Morocco
87	1977	42.495	Mozambique
88	1977	56.059	Myanmar
89	1977	56.437	Namibia
90	1977	46.748	Nepal
91	1977	75.24	Netherlands
92	1977	72.22	New Zealand
93	1977	57.47	Nicaragua
94	1977	41.291	Niger
95	1977	44.514	Nigeria
96	1977	75.37	Norway
97	1977	57.367	Oman
98	1977	54.043	Pakistan
99	1977	68.681	Panama
100	1977	66.353	Paraguay
101	1977	58.447	Peru
102	1977	60.06	Philippines
103	1977	70.67	Poland
104	1977	70.41	Portugal
105	1977	73.44	Puerto Rico
106	1977	67.064	Reunion
107	1977	69.46	Romania
108	1977	45	Rwanda
109	1977	58.55	Sao Tome and Principe
110	1977	58.69	Saudi Arabia
111	1977	48.879	Senegal
112	1977	70.3	Serbia
113	1977	36.788	Sierra Leone
114	1977	70.795	Singapore
115	1977	70.45	Slovak Republic
116	1977	70.97	Slovenia
117	1977	41.974	Somalia
118	1977	55.527	South Africa
119	1977	74.39	Spain
120	1977	65.949	Sri Lanka
121	1977	47.8	Sudan
122	1977	52.537	Swaziland
123	1977	75.44	Sweden
124	1977	75.39	Switzerland
125	1977	61.195	Syria
126	1977	70.59	Taiwan
127	1977	49.919	Tanzania
128	1977	62.494	Thailand
129	1977	52.887	Togo
130	1977	68.3	Trinidad and Tobago
131	1977	59.837	Tunisia
132	1977	59.507	Turkey
133	1977	50.35	Uganda
134	1977	72.76	United Kingdom
135	1977	73.38	United States
136	1977	69.481	Uruguay
137	1977	67.456	Venezuela
138	1977	55.764	Vietnam
139	1977	60.765	West Bank and Gaza
140	1977	44.175	Yemen, Rep.
141	1977	51.386	Zambia
142	1977	57.674	Zimbabwe
