group	x	y	showSelected1
1	1982	39.854	Afghanistan
2	1982	70.42	Albania
3	1982	61.368	Algeria
4	1982	39.942	Angola
5	1982	69.942	Argentina
6	1982	74.74	Australia
7	1982	73.18	Austria
8	1982	69.052	Bahrain
9	1982	50.009	Bangladesh
10	1982	73.93	Belgium
11	1982	50.904	Benin
12	1982	53.859	Bolivia
13	1982	70.69	Bosnia and Herzegovina
14	1982	61.484	Botswana
15	1982	63.336	Brazil
16	1982	71.08	Bulgaria
17	1982	48.122	Burkina Faso
18	1982	47.471	Burundi
19	1982	50.957	Cambodia
20	1982	52.961	Cameroon
21	1982	75.76	Canada
22	1982	48.295	Central African Republic
23	1982	49.517	Chad
24	1982	70.565	Chile
25	1982	65.525	China
26	1982	66.653	Colombia
27	1982	52.933	Comoros
28	1982	47.784	Congo, Dem. Rep.
29	1982	56.695	Congo, Rep.
30	1982	73.45	Costa Rica
31	1982	53.983	Cote d'Ivoire
32	1982	70.46	Croatia
33	1982	73.717	Cuba
34	1982	70.96	Czech Republic
35	1982	74.63	Denmark
36	1982	48.812	Djibouti
37	1982	63.727	Dominican Republic
38	1982	64.342	Ecuador
39	1982	56.006	Egypt
40	1982	56.604	El Salvador
41	1982	43.662	Equatorial Guinea
42	1982	43.89	Eritrea
43	1982	44.916	Ethiopia
44	1982	74.55	Finland
45	1982	74.89	France
46	1982	56.564	Gabon
47	1982	45.58	Gambia
48	1982	73.8	Germany
49	1982	53.744	Ghana
50	1982	75.24	Greece
51	1982	58.137	Guatemala
52	1982	42.891	Guinea
53	1982	39.327	Guinea-Bissau
54	1982	51.461	Haiti
55	1982	60.909	Honduras
56	1982	75.45	Hong Kong, China
57	1982	69.39	Hungary
58	1982	76.99	Iceland
59	1982	56.596	India
60	1982	56.159	Indonesia
61	1982	59.62	Iran
62	1982	62.038	Iraq
63	1982	73.1	Ireland
64	1982	74.45	Israel
65	1982	74.98	Italy
66	1982	71.21	Jamaica
67	1982	77.11	Japan
68	1982	63.739	Jordan
69	1982	58.766	Kenya
70	1982	69.1	Korea, Dem. Rep.
71	1982	67.123	Korea, Rep.
72	1982	71.309	Kuwait
73	1982	66.983	Lebanon
74	1982	55.078	Lesotho
75	1982	44.852	Liberia
76	1982	62.155	Libya
77	1982	48.969	Madagascar
78	1982	45.642	Malawi
79	1982	68	Malaysia
80	1982	43.916	Mali
81	1982	53.599	Mauritania
82	1982	66.711	Mauritius
83	1982	67.405	Mexico
84	1982	57.489	Mongolia
85	1982	74.101	Montenegro
86	1982	59.65	Morocco
87	1982	42.795	Mozambique
88	1982	58.056	Myanmar
89	1982	58.968	Namibia
90	1982	49.594	Nepal
91	1982	76.05	Netherlands
92	1982	73.84	New Zealand
93	1982	59.298	Nicaragua
94	1982	42.598	Niger
95	1982	45.826	Nigeria
96	1982	75.97	Norway
97	1982	62.728	Oman
98	1982	56.158	Pakistan
99	1982	70.472	Panama
100	1982	66.874	Paraguay
101	1982	61.406	Peru
102	1982	62.082	Philippines
103	1982	71.32	Poland
104	1982	72.77	Portugal
105	1982	73.75	Puerto Rico
106	1982	69.885	Reunion
107	1982	69.66	Romania
108	1982	46.218	Rwanda
109	1982	60.351	Sao Tome and Principe
110	1982	63.012	Saudi Arabia
111	1982	52.379	Senegal
112	1982	70.162	Serbia
113	1982	38.445	Sierra Leone
114	1982	71.76	Singapore
115	1982	70.8	Slovak Republic
116	1982	71.063	Slovenia
117	1982	42.955	Somalia
118	1982	58.161	South Africa
119	1982	76.3	Spain
120	1982	68.757	Sri Lanka
121	1982	50.338	Sudan
122	1982	55.561	Swaziland
123	1982	76.42	Sweden
124	1982	76.21	Switzerland
125	1982	64.59	Syria
126	1982	72.16	Taiwan
127	1982	50.608	Tanzania
128	1982	64.597	Thailand
129	1982	55.471	Togo
130	1982	68.832	Trinidad and Tobago
131	1982	64.048	Tunisia
132	1982	61.036	Turkey
133	1982	49.849	Uganda
134	1982	74.04	United Kingdom
135	1982	74.65	United States
136	1982	70.805	Uruguay
137	1982	68.557	Venezuela
138	1982	58.816	Vietnam
139	1982	64.406	West Bank and Gaza
140	1982	49.113	Yemen, Rep.
141	1982	51.821	Zambia
142	1982	60.363	Zimbabwe
